ID, Name, Address,Dob,Class,SEX,Issue Date,Expiry Date
367843375, Aldo Johnson, "4906 Andover Court, 28/10/1987, C, M, 11/3/2017, 11/3/2022
754790188, Tyrese Green, "6977 Windsor Drive, 24/1/1928, A, M, 5/7/2017, 5/7/2022
525724438, Richard King, "4795 Grand Avenue, 8/6/1938, C, F, 25/6/2018, 25/6/2023
208988114, Emily Isaman, "4013 Cedar Lane, 10/7/1971, A, F, 18/3/2019, 18/3/2024
682771416, Isabella Lopez, "343 Essex Court, 20/7/1908, B, F, 14/6/2019, 14/6/2024
889938680, Cecelia Perez, "4302 Crescent Street, 17/4/1988, C, F, 11/10/2018, 11/10/2023
827629078, Katherine Cahn, "8752 Woodland Drive, 1/2/1914, A, F, 14/5/2019, 14/5/2024
688951309, Jos Yniguez, "3251 Monroe Street, 28/6/1913, A, F, 25/1/2018, 25/1/2023
797391230, Atticus Hall, "4132 Devon Court, 12/5/2000, A, F, 9/2/2019, 9/2/2024
11705491, Patrick Gonzalez, "5110 Laurel Lane, 8/12/1940, A, F, 16/4/2017, 16/4/2022
298373042, Jeramiah Wesenberg, "2197 Main Street, 10/5/1987, B, M, 27/12/2019, 27/12/2024
886356961, Jeffrey Dahn, "6755 Essex Court, 3/7/1948, B, M, 7/7/2019, 7/7/2024
248347847, Bryan Taylor, "471 Clay Street, 18/1/1966, A, M, 3/6/2019, 3/6/2024
298411842, Madison Fader, "2270 Rose Street, 12/8/1958, A, M, 22/6/2019, 22/6/2024
639694704, Jolie Hill, "7664 Summit Avenue, 11/5/1953, B, F, 14/9/2019, 14/9/2024
342869606, Taylor Uhler, "2698 River Street, 7/1/1980, A, M, 21/2/2018, 21/2/2023
714619457, Fred Cabler, "1547 Highland Drive, 15/5/1988, C, M, 24/8/2018, 24/8/2023
467042599, Henry Campbell, "8502 Grand Avenue, 25/6/1917, A, M, 21/5/2017, 21/5/2022
375465111, Abraham King, "429 Hanover Court, 24/5/1932, A, M, 6/7/2018, 6/7/2023
144980398, Anna Gonzalez, "6073 Heather Lane, 20/1/1932, A, F, 1/5/2017, 1/5/2022
349435075, Henry Cabello, "8103 Olive Street, 25/12/1974, A, F, 6/3/2018, 6/3/2023
61570307, Raymond Abby, "2830 Franklin Court, 27/4/1988, A, M, 2/3/2018, 2/3/2023
542569837, Anna Gahm, "5111 Jefferson Avenue, 5/5/1997, C, M, 6/3/2018, 6/3/2023
443162645, Brian Brown, "6847 Warren Avenue, 20/10/1927, B, M, 7/9/2018, 7/9/2023
13224176, Jerry Jones, "9694 Route 30, 14/7/1909, A, F, 28/2/2019, 28/2/2024
177996832, Elizabeth Martinez, "8161 Madison Avenue, 24/8/1929, C, M, 17/10/2019, 17/10/2024
399052073, Ethen Caffee, "1482 Fairway Drive, 12/3/1967, C, F, 18/12/2018, 18/12/2023
32482638, Hunter Wesenberg, "5054 Charles Street, 19/4/1936, C, M, 2/4/2017, 2/4/2022
207638942, Anna Yob, "5001 Cedar Lane, 22/11/2002, C, F, 8/6/2019, 8/6/2024
575284303, Abraham Mabrey, "4849 Warren Avenue, 18/12/1974, B, F, 1/9/2018, 1/9/2023
869265007, Mark Nagy, "10071 Linden Avenue, 17/1/1922, C, M, 13/4/2019, 13/4/2024
460459160, Joseph Fadler, "6493 Pleasant Street, 24/6/1931, A, M, 11/4/2018, 11/4/2023
294210223, Gabriel Phillips, "6015 Clay Street, 3/5/1996, B, M, 14/5/2019, 14/5/2024
296719609, Paris Robinson, "8677 Country Club Road, 18/12/1985, B, F, 10/5/2018, 10/5/2023
136661758, Dulce Moore, "6894 Laurel Lane, 7/10/1909, C, M, 27/2/2018, 27/2/2023
560554669, Deacon Cahn, "6710 Forest Street, 16/8/1922, C, M, 20/4/2018, 20/4/2023
199346231, Ryan Babyak, "706 Main Street, 8/3/1973, B, F, 6/9/2017, 6/9/2022
844181426, Eric Evans, "420 Laurel Lane, 1/12/1936, C, F, 11/11/2018, 11/11/2023
512950244, Marisol Gonzalez, "400 Cedar Avenue, 1/12/1986, A, M, 22/11/2017, 22/11/2022
278244969, Gary Nelson, "7046 White Street, 14/7/2001, B, F, 26/11/2019, 26/11/2024
844286075, Paityn Fader, "3637 Briarwood Drive, 21/3/1996, B, F, 13/3/2017, 13/3/2022
663566570, Dallas Nagy, "632 Hanover Court, 5/12/1907, C, M, 25/7/2019, 25/7/2024
263479613, Jerry Green, "3225 Maiden Lane, 5/11/1927, A, M, 6/1/2017, 6/1/2022
638749871, Hannah Tevlin, "4999 Warren Avenue, 17/11/1943, C, M, 21/10/2017, 21/10/2022
728913093, Rihanna Young, "9340 Crescent Street, 15/8/1981, A, F, 14/9/2017, 14/9/2022
232973100, Miah Smith, "938 Front Street North, 5/6/1985, B, M, 17/12/2019, 17/12/2024
107915480, Elizabeth Bacon, "9191 Grand Avenue, 19/6/1949, B, M, 2/1/2018, 2/1/2023
706079140, David Wright, "8347 Clay Street, 2/1/1963, A, M, 28/9/2018, 28/9/2023
780520767, Douglas Serban, "8418 Court Street, 7/12/1991, B, M, 20/3/2017, 20/3/2022
452493772, Glenn Edwards, "6212 Clay Street, 21/4/1912, C, M, 14/7/2017, 14/7/2022
107821872, Deacon Perez, "4049 Atlantic Avenue, 28/12/1922, C, M, 27/4/2018, 27/4/2023
129174677, Victor Lee, "5639 Front Street North, 21/9/1981, A, M, 22/1/2019, 22/1/2024
261462735, Tyler Parker, "8665 Route 1, 4/10/1943, A, M, 8/3/2017, 8/3/202
2635608273, Madison Carter, "8505 Fairway Drive, 13/9/1988, A, F, 23/3/2019, 23/3/2024
148585101, Mohammad Anderson, "769 Highland Drive, 25/12/1947, A, M, 21/12/2019, 21/12/2024
292081819, Camilla Parker, "1117 Laurel Lane, 22/5/1914, B, F, 17/12/2018, 17/12/2023
129318526, Paul Garcia, "4975 John Street, 16/2/1965, B, M, 25/10/2018, 25/10/2023
40364349, Audrina Raisner, "522 Windsor Drive, 1/10/1989, B, M, 26/3/2017, 26/3/2022
708060569, Ralph Cahn, "2771 Rose Street, 14/8/1942, B, F, 12/12/2018, 12/12/2023
601966445, Jeramiah Garcia, "2032 Rose Street, 10/8/1933, C, M, 11/7/2018, 11/7/2023
197908902, Bryan Waggett, "1673 Cedar Lane, 22/1/2002, A, M, 13/10/2019, 13/10/2024
379152729, Aydan Anderson, "3600 Garfield Avenue, 2/9/1974, B, F, 16/3/2018, 16/3/2023
691761253, Javion Fadler, "9558 Grand Avenue, 5/3/1953, A, M, 12/1/2017, 12/1/2022
901585761, Anna Waggett, "7446 Orchard Avenue, 23/9/1930, C, F, 24/2/2018, 24/2/2023
718248577, Jerry Ealy, "3772 Williams Street, 17/12/1983, C, M, 15/3/2018, 15/3/2023
740870250, Emily Adams, "398 Laurel Drive, 27/10/1923, A, F, 9/2/2018, 9/2/2023
901716231, Brooklyn Uhler, "6110 Arlington Avenue, 3/9/2000, B, M, 4/9/2019, 4/9/2024
301743763, Eric Hanz, "9051 Olive Street, 7/3/1911, B, F, 7/8/2019, 7/8/2024
183154677, Reuben Walker, "7015 Heather Lane, 10/5/2000, C, M, 13/5/2018, 13/5/2023
495428611, Jackson Cahn, "6444 Forest Street, 5/9/1912, C, F, 21/7/2019, 21/7/2024
55060815, Tristan Gahm, "356 Main Street, 19/7/1929, B, M, 24/9/2018, 24/9/2023
553658125, Riley Fadler, "4687 Jefferson Avenue, 17/4/1990, C, M, 2/2/2017, 2/2/2022
901530327, Cecelia Johnson, "7534 Devon Court, 7/10/1938, A, F, 25/8/2018, 25/8/2023
735094405, Tabitha Lopez, "213 Front Street North, 6/10/1925, B, F, 15/6/2019, 15/6/2024
186197615, Jackson Caffee, "993 Laurel Drive, 9/10/1991, C, M, 6/3/2019, 6/3/2024
375782114, Addison Abelson, "2981 Charles Street, 12/3/1977, B, F, 23/4/2017, 23/4/2022
842226204, Martin Hall, "811 Charles Street, 28/1/1926, A, F, 20/11/2017, 20/11/2022
663089347, Dulce Martinez, "6065 Cedar Avenue, 6/10/1960, A, F, 27/2/2017, 27/2/2022
377550780, Carl Falk, "6325 Arlington Avenue, 22/12/1919, C, F, 16/6/2018, 16/6/2023
834425335, Sophia Campbell, "2716 Warren Avenue, 18/1/1952, A, F, 17/7/2019, 17/7/2024
878415583, Leonel Xander, "6250 Charles Street, 15/6/1974, B, M, 19/4/2017, 19/4/2022
147465874, Elijah Brown, "573 Broad Street, 18/6/1974, C, M, 15/10/2019, 15/10/2024
139387448, Gwendolyn Green, "4638 Windsor Drive, 11/11/1953, A, F, 25/8/2017, 25/8/2022
76690598, Efrain Xander, "1847 Country Club Road, 22/11/1934, B, M, 28/10/2018, 28/10/2023
392171474, Kevin Harber, "4448 Hanover Court, 21/5/1986, C, M, 13/9/2017, 13/9/2022
709588240, Taylor Wafford, "6248 Woodland Drive, 16/3/1911, C, M, 10/5/2018, 10/5/2023
260549787, Ethen Negley, "6741 Atlantic Avenue, 8/5/1936, B, M, 25/11/2018, 25/11/2023
391791465, Patrick Lopez, "6176 Arlington Avenue, 8/8/1981, B, M, 25/10/2019, 25/10/2024
467436006, Cierra Uhler, "5073 Madison Avenue, 28/12/1987, A, M, 6/2/2017, 6/2/2022
458683824, Richard Waggett, "5614 Andover Court, 7/6/1953, B, F, 3/10/2019, 3/10/2024
771788132, Cierra Hill, "7164 Laurel Lane, 22/3/1937, C, M, 19/11/2017, 19/11/2022
134219249, Marisol Collins, "656 Broad Street, 18/11/1959, A, F, 11/3/2019, 11/3/2024
749329854, Noah Fadler, "6024 Woodland Drive, 8/9/1952, B, F, 17/11/2017, 17/11/2022
611717635, Bobby Campbell, "5228 Fairway Drive, 4/7/1917, B, F, 15/12/2017, 15/12/2022
175893368, Walker Baker, "7381 Charles Street, 11/1/2001, C, M, 10/4/2018, 10/4/2023
288585533, Jackson Harber, "6804 Arlington Avenue, 21/6/1905, A, F, 28/5/2018, 28/5/2023
808025682, Aniya Rainey, "4461 Orchard Avenue, 4/7/1944, B, F, 10/7/2018, 10/7/2023
94374229, Aydan Abby, "1549 Williams Street, 14/12/1940, C, F, 6/11/2017, 6/11/2022
111538863, Carl Johnson, "3236 Court Street, 27/10/1940, C, F, 13/12/2019, 13/12/2024
801924196, Alexis Phillips, "5018 Charles Street, 28/10/1963, C, F, 27/7/2017, 27/7/2022
403214743, Elvis Baker, "9553 Broad Street, 9/9/1945, C, M, 5/8/2017, 5/8/2022
881347920, Van Wafford, "6405 Route 30, 18/3/1941, B, F, 5/1/2017, 5/1/2022
489340540, Roy Rainey, "7552 Highland Drive, 13/2/1953, C, M, 9/5/2017, 9/5/2022
12260797, Julia Campbell, "2190 Madison Avenue, 8/11/1988, A, F, 23/12/2018, 23/12/2023
415668592, Mohammad Hernandez, "4209 Olive Street, 14/11/1995, A, M, 4/4/2017, 4/4/2022
320929740, Taylor Gonzalez, "1858 Front Street North, 3/5/1925, B, F, 25/5/2017, 25/5/2022
564451247, Patrick Cahn, "5383 Laurel Lane, 15/4/1926, A, M, 11/5/2018, 11/5/2023
189689769, Kevin Young, "6014 Linden Avenue, 3/1/1987, A, M, 2/11/2017, 2/11/2022
366779897, Javion Thompson, "1480 Woodland Drive, 16/6/1969, C, F, 17/12/2017, 17/12/2022
182954560, Kenneth Mitchell, "5800 John Street, 2/10/1976, C, F, 8/6/2017, 8/6/2022
450438599, Fred Martin, "3631 White Street, 22/4/1974, C, M, 2/3/2019, 2/3/2024
676321187, Adam Thomas, "7471 Monroe Street, 23/10/1936, C, M, 20/12/2019, 20/12/2024
784778700, Alyssa Fadler, "8432 Grand Avenue, 6/9/1936, C, M, 3/2/2018, 3/2/2023
817233962, Paul Tevlin, "2180 Windsor Drive, 10/8/1952, A, F, 7/3/2018, 7/3/2023
188236031, Paul Xander, "6015 Laurel Drive, 12/4/1999, B, M, 15/5/2017, 15/5/2022
343993574, Emmanuel Davis, "7091 Ann Street, 5/2/1983, C, F, 2/7/2019, 2/7/2024
453265077, Randy Gahm, "3725 Ann Street, 8/12/1903, A, M, 15/1/2018, 15/1/2023
704146919, Grace Nagy, "628 Grand Avenue, 24/3/1990, C, M, 11/12/2018, 11/12/2023
105061852, Finnegan Eady, "7118 Garfield Avenue, 1/4/1944, A, M, 13/3/2017, 13/3/2022
661244634, Rihanna Gabbert, "8322 Court Street, 19/4/1916, C, F, 8/1/2019, 8/1/2024
77577639, Justin Scott, "5900 Linden Avenue, 5/11/1967, C, F, 4/11/2019, 4/11/2024
192358881, Avery Xander, "6909 Garfield Avenue, 14/4/1978, C, F, 1/7/2017, 1/7/2022
828046335, Stella Carter, "7822 Orchard Avenue, 19/12/1982, C, M, 26/1/2019, 26/1/2024
769161409, Samantha Lopez, "1837 Laurel Lane, 10/8/1970, A, F, 1/5/2018, 1/5/2023
486527572, Ruby Thomas, "1773 Grand Avenue, 24/3/1994, A, F, 1/3/2017, 1/3/2022
273257793, Sydnee Carter, "6243 Route 1, 16/8/1938, A, F, 15/7/2017, 15/7/2022
120436426, Anthony Moore, "1116 Heather Lane, 10/12/1961, A, F, 15/10/2017, 15/10/2022
609947497, Olivia Zurick, "8551 Broad Street, 6/2/1928, C, M, 14/11/2017, 14/11/2022
101951461, Douglas Hadder, "9797 Devon Court, 12/9/1905, A, M, 22/12/2019, 22/12/2024
681111284, Joe Abelson, "1815 Monroe Street, 17/8/1933, A, M, 7/1/2019, 7/1/2024
382520345, Timothy Zurick, "2932 Atlantic Avenue, 26/10/1918, A, M, 17/6/2018, 17/6/2023
306144380, Abigail Harris, "4457 Warren Avenue, 27/12/1954, B, F, 10/5/2017, 10/5/2022
20841494, Natalie Mitchell, "1765 Broad Street, 28/5/1947, B, F, 11/11/2017, 11/11/2022
211696270, Elvis Labelle, "5044 Summit Avenue, 23/5/1983, C, F, 23/2/2018, 23/2/2023
662668835, Victor Yob, "9126 Fairway Drive, 26/1/1985, B, F, 26/8/2018, 26/8/2023
373191180, Bryan Scott, "4559 Franklin Court, 26/1/1936, C, F, 3/4/2017, 3/4/2022
708718078, Ava Taylor, "8846 Charles Street, 27/6/1989, B, M, 23/9/2018, 23/9/2023
669243715, Ralph Viana, "6340 Cottage Street, 12/4/1938, C, M, 8/3/2018, 8/3/2023
502366670, Alyssa Hill, "8841 Hanover Court, 18/6/1987, B, F, 19/12/2017, 19/12/2022
369411737, Tristan Gabbert, "3278 Main Street, 13/4/1932, C, M, 3/11/2019, 3/11/2024
805367580, Essence Lee, "5967 Front Street North, 9/4/1935, A, M, 5/5/2019, 5/5/2024
582416970, Hunter Falk, "6958 Rose Street, 8/1/2000, A, M, 26/8/2017, 26/8/2022
626492745, Hannah Williams, "9731 Court Street, 16/1/1970, C, F, 15/2/2017, 15/2/2022
522819807, Emma Harber, "7298 Atlantic Avenue, 21/10/1924, A, M, 19/8/2019, 19/8/2024
745906831, Brian Roberts, "3372 White Street, 18/2/1914, B, F, 13/10/2018, 13/10/2023
339073249, Henry Tormey, "577 Front Street North, 13/7/1914, C, M, 19/12/2019, 19/12/2024
102204830, Van Smith, "4192 Summit Avenue, 21/10/1946, A, M, 19/9/2019, 19/9/2024
756646284, Anna Harris, "5089 Grand Avenue, 7/10/1979, C, F, 18/7/2017, 18/7/2022
91607831, John Garcia, "8092 John Street, 5/2/1917, B, F, 27/9/2018, 27/9/2023
344339081, Harry Taylor, "6331 Devon Court, 23/10/1925, B, F, 9/4/2017, 9/4/2022
467940682, Aniya Westcott, "7717 Essex Court, 8/2/1991, A, F, 5/1/2018, 5/1/2023
603327972, Richard Caffee, "5099 Monroe Street, 20/8/1932, A, F, 8/1/2017, 8/1/2022
432725387, Audrina Abelson, "9160 Ann Street, 11/2/1936, A, M, 17/2/2018, 17/2/2023
24736652, Olivia Babyak, "1414 Pleasant Street, 24/1/1966, B, F, 7/4/2019, 7/4/2024
183868658, Grady Uhler, "9382 Linden Avenue, 14/7/1967, C, M, 19/3/2017, 19/3/2022
363898377, Walter Allen, "6489 White Street, 19/8/1943, C, F, 14/1/2017, 14/1/2022
873002092, Matthew Mitchell, "2817 Willow Avenue, 1/6/1936, C, M, 15/12/2019, 15/12/2024
88003725, Sebastian Tormey, "7544 Pleasant Street, 24/12/1936, C, M, 3/5/2018, 3/5/2023
419846904, Jacquelyn Nagy, "6230 Fairway Drive, 5/12/1913, C, F, 10/2/2018, 10/2/2023
234056106, Jerry Gabbert, "6128 Orchard Avenue, 17/4/1963, C, M, 14/10/2017, 14/10/2022
407579212, Cecelia Harber, "6500 Cedar Avenue, 25/3/2002, C, M, 26/7/2017, 26/7/2022
885273849, Gabriel Westcott, "4625 Rose Street, 25/10/1973, B, M, 15/10/2019, 15/10/2024
164957698, Julia Wafford, "5089 Essex Court, 28/9/1972, C, F, 15/12/2018, 15/12/2023
98032931, Cesar Brown, "2574 Briarwood Drive, 16/6/1973, C, F, 25/8/2017, 25/8/2022
690874223, Brian Rainey, "2310 Maiden Lane, 20/9/1936, A, F, 24/8/2018, 24/8/2023
363694651, Atticus Zurick, "4452 Fairway Drive, 21/3/1964, B, M, 7/9/2019, 7/9/2024
908187517, Aubrey Thomas, "7352 Front Street North, 12/11/2002, A, M, 27/7/2017, 27/7/2022
23861166, Diamond Nelson, "2322 Cottage Street, 16/2/1985, C, F, 10/11/2018, 10/11/2023
284026058, Russell Mitchell, "7145 Olive Street, 17/1/1985, B, M, 28/4/2018, 28/4/2023
282625835, Paityn Xander, "6793 Crescent Street, 22/10/1993, A, F, 27/4/2017, 27/4/2022
78040094, Gwendolyn Garcia, "6442 White Street, 16/10/1970, C, F, 4/10/2019, 4/10/2024
309780710, Raymond Allen, "663 Atlantic Avenue, 10/8/2001, A, M, 16/11/2018, 16/11/2023
89319599, Carl Hadder, "7567 Monroe Street, 22/12/1960, A, M, 9/6/2019, 9/6/2024
786775228, Joy Brown, "7176 Country Club Road, 21/10/1994, C, M, 18/8/2019, 18/8/2024
656187254, Ruby Moore, "6900 Broad Street, 18/3/1926, B, M, 24/8/2018, 24/8/2023
899523474, Deacon Rainey, "6309 Main Street, 22/4/1993, A, M, 23/9/2017, 23/9/2022
375253738, Cierra Williams, "5809 Windsor Drive, 3/9/1940, B, M, 28/9/2018, 28/9/2023
476465201, Yamilet Perez, "2326 Laurel Drive, 15/11/1957, A, M, 13/12/2019, 13/12/2024
463833311, Aiden Cahn, "3451 Linden Avenue, 22/4/1936, C, M, 5/1/2019, 5/1/2024
147292732, Kevin Ohrt, "1135 Franklin Avenue, 22/2/1956, B, F, 11/7/2018, 11/7/2023
635677434, Carlos King, "5685 Hanover Court, 27/9/1953, A, M, 28/7/2018, 28/7/2023
862027248, Gabriel Jackson, "4500 Hanover Court, 23/9/1917, C, F, 8/11/2018, 8/11/2023
737205918, Emma Thompson, "7637 Broad Street, 22/2/1908, C, M, 11/2/2018, 11/2/2023
854730050, Charles Walker, "3613 Arlington Avenue, 19/4/1957, B, F, 2/1/2018, 2/1/2023
641196603, Tristan King, "2813 Franklin Avenue, 27/9/1932, A, M, 16/7/2019, 16/7/2024
908134249, Stephen White, "9129 Court Street, 25/5/1919, B, M, 7/2/2018, 7/2/2023
814718919, Amber Wafford, "4087 Woodland Drive, 25/11/1935, A, M, 11/4/2018, 11/4/2023
676309491, Ryan Cabello, "9746 Court Street, 11/8/1943, B, F, 10/7/2017, 10/7/2022
161265105, Morgan Caffee, "855 Front Street North, 7/5/1930, A, F, 9/2/2019, 9/2/2024
778030887, Henry Fadler, "154 White Street, 14/4/1939, A, F, 13/10/2019, 13/10/2024
279852539, Rihanna Viana, "3965 Orchard Avenue, 21/7/1978, A, F, 18/11/2018, 18/11/2023
476273260, Ralph Martinez, "7584 Franklin Avenue, 7/5/1918, C, F, 6/12/2019, 6/12/2024
840577905, Marisol Tabbert, "1001 Devon Court, 21/10/1927, B, F, 12/10/2019, 12/10/2024
81224739, Gideon Abelson, "5968 Jefferson Avenue, 10/2/1907, A, F, 9/4/2018, 9/4/2023
765252097, Aditya Gagnon, "774 Orchard Avenue, 10/9/1913, A, M, 7/6/2017, 7/6/2022
557108179, Ryleigh Serban, "1467 Warren Avenue, 18/8/1973, A, F, 22/2/2019, 22/2/2024
604329056, Faith Walker, "7890 Grand Avenue, 25/2/1950, C, M, 24/4/2017, 24/4/2022
605400213, Dixie Martin, "9477 Franklin Court, 28/1/1966, B, M, 7/8/2017, 7/8/2022
709088952, Wendy Taylor, "2404 Cedar Avenue, 23/10/1994, B, F, 16/2/2018, 16/2/2023
379885954, Essence Wesenberg, "4126 Country Club Road, 2/8/1961, A, F, 21/5/2017, 21/5/2022
657064618, Cierra Hanz, "7833 Broad Street, 21/6/1987, C, M, 11/10/2017, 11/10/2022
812029016, Amya Mabrey, "8560 Madison Avenue, 20/4/1984, A, M, 5/6/2017, 5/6/2022
779151491, Louis Thompson, "2741 Monroe Street, 27/9/1919, B, M, 12/6/2017, 12/6/2022
500876072, David Cabler, "9511 Willow Avenue, 13/4/1996, C, M, 27/7/2019, 27/7/2024
870997632, Tyrese Roberts, "3586 Highland Drive, 8/2/1966, C, M, 20/1/2017, 20/1/2022
439120693, Reagan Anderson, "7583 Franklin Avenue, 19/12/1917, C, F, 19/8/2018, 19/8/2023
258948424, Glenn Lee, "10092 Crescent Street, 10/8/1972, A, F, 14/4/2019, 14/4/2024
886889739, Paris Hill, "1993 Devon Court, 17/8/1995, C, M, 23/10/2018, 23/10/2023
445213671, Troy Dahn, "2544 Jefferson Avenue, 5/12/1918, A, F, 2/6/2019, 2/6/2024
761206887, Amya Wilson, "8214 Olive Street, 3/8/1927, B, F, 6/8/2017, 6/8/2022
13791308, Amber Anderson, "3486 Willow Avenue, 17/4/1907, C, F, 14/2/2018, 14/2/2023
685883694, Ronald Lewis, "7854 Linden Avenue, 4/6/1958, B, F, 24/6/2019, 24/6/2024
129867768, Ethen Martin, "6597 Pleasant Street, 15/2/1927, C, F, 6/12/2017, 6/12/2022
554560670, Joshua Lee, "504 Devon Court, 17/12/1908, A, M, 10/9/2019, 10/9/2024
439280751, Elijah Harris, "1487 Charles Street, 4/6/1968, C, F, 9/10/2018, 9/10/2023
182251104, Paul Bacon, "6404 Woodland Drive, 7/8/1909, A, F, 12/12/2019, 12/12/2024
640010042, Carl Zurick, "2844 Devon Court, 11/10/1958, B, F, 14/4/2019, 14/4/2024
701101405, Abraham Fader, "6896 Main Street, 26/6/1967, C, F, 10/5/2019, 10/5/2024
303227287, Chloe Thomas, "2980 Warren Avenue, 8/10/1907, C, M, 17/8/2017, 17/8/2022
809540953, Gregory Serban, "9685 Garfield Avenue, 27/12/2001, B, F, 14/7/2019, 14/7/2024
466397121, Mia Dahn, "103 Clay Street, 24/8/1957, C, M, 16/3/2017, 16/3/2022
442978354, Dixie Baker, "3830 Front Street North, 9/5/1953, C, F, 15/12/2018, 15/12/2023
305693499, Kenneth Smith, "1217 Grand Avenue, 2/4/1955, B, F, 15/1/2019, 15/1/2024
799078045, Jackson Jackowski, "9236 Forest Street, 21/8/1931, B, M, 7/9/2019, 7/9/2024
799326093, Rihanna Bacon, "2122 Windsor Drive, 4/10/1938, B, M, 22/4/2018, 22/4/2023
256406046, Ryleigh Jones, "7143 Summit Avenue, 12/4/1947, B, M, 22/10/2017, 22/10/2022
282245003, Gabriel Uhler, "9112 Ann Street, 4/4/1918, B, F, 18/8/2018, 18/8/2023
399954064, Ashley Tormey, "5603 Pleasant Street, 25/7/2000, C, F, 3/12/2018, 3/12/2023
677776421, Lauren Wilson, "852 Front Street North, 14/10/1979, A, M, 15/7/2019, 15/7/2024
773933982, Henry King, "2394 Atlantic Avenue, 13/9/1936, A, F, 14/9/2017, 14/9/2022
323403521, Efrain Babyak, "9914 Pleasant Street, 28/2/1978, B, M, 14/8/2018, 14/8/2023
848214156, Carter Fader, "3474 Forest Street, 18/11/1929, A, M, 22/10/2019, 22/10/2024
488099628, Aldo Bacon, "8935 Warren Avenue, 18/8/1903, A, F, 19/2/2019, 19/2/2024
834717948, Chloe Mitchell, "524 Madison Avenue, 9/6/1904, A, F, 14/1/2019, 14/1/2024
849080767, Samantha Kadel, "1358 Fairway Drive, 2/4/1993, B, F, 1/6/2017, 1/6/2022
581399119, Jeramiah Mitchell, "7297 Olive Street, 23/8/1906, B, F, 13/8/2017, 13/8/2022
332283582, Jolie Ealy, "5872 Ann Street, 26/12/1924, B, F, 4/9/2017, 4/9/2022
581904922, Jesse Wright, "9834 Andover Court, 27/6/1958, B, F, 4/12/2017, 4/12/2022
102344031, Jes Scott, "7732 White Street, 18/3/1950, B, F, 10/10/2018, 10/10/2023
115997843, Brooklyn Ohrt, "6543 Broad Street, 19/4/1994, C, F, 21/6/2017, 21/6/2022
218325759, Julia Xander, "421 Woodland Drive, 8/1/1967, A, F, 13/6/2018, 13/6/2023
159438114, Michael Shawn, "1286 Route 1, 15/5/1961, B, M, 2/8/2017, 2/8/2022
349707775, Emily Eady, "2999 Grand Avenue, 26/1/1946, C, F, 18/8/2019, 18/8/2024
38920134, Jason Perez, "9281 Willow Avenue, 6/10/1919, A, M, 9/12/2019, 9/12/2024
759978516, Mateo Parker, "5970 Highland Drive, 28/10/1995, C, F, 25/10/2018, 25/10/2023
319951742, Anna Allen, "2608 Cedar Lane, 25/9/1984, A, M, 7/6/2017, 7/6/2022
37789005, Wendy Mabrey, "8209 Atlantic Avenue, 27/6/1979, A, F, 8/11/2017, 8/11/202
2710425234, Raymond Williams, "2207 King Street, 19/7/1913, C, M, 16/2/2018, 16/2/2023
813656499, Brianna Yniguez, "2801 Pleasant Street, 16/1/1954, A, M, 9/2/2017, 9/2/2022
183486511, Ryan Gagnon, "2731 Andover Court, 25/8/1947, C, M, 4/6/2017, 4/6/2022
283469465, Amani Perez, "4635 Clay Street, 13/10/1951, C, M, 11/7/2017, 11/7/2022
847932402, Hannah Gagnon, "806 Windsor Drive, 27/10/1991, C, M, 4/5/2019, 4/5/2024
483692488, Madison Rainey, "204 Rose Street, 10/7/1944, B, M, 24/8/2019, 24/8/2024
803492548, Jenish Thompson, "8059 Route 30, 17/4/1942, C, M, 9/5/2018, 9/5/2023
23153349, Dexter Serban, "5107 Fairway Drive, 4/5/1993, A, M, 16/6/2017, 16/6/2022
311355909, Walker Hill, "9863 Franklin Avenue, 18/5/1909, C, F, 17/8/2018, 17/8/2023
830792642, Aubrey Martinez, "2044 Laurel Lane, 7/12/1988, A, F, 1/6/2017, 1/6/2022
854310206, Jolie Tormey, "966 Briarwood Drive, 1/5/1909, B, M, 12/6/2019, 12/6/2024
387905813, Olivia Xander, "507 Route 1, 21/8/1905, B, M, 27/6/2019, 27/6/2024
596891274, Van Carter, "5882 Cottage Street, 8/10/1946, A, F, 19/4/2017, 19/4/2022
610087645, Danny Babyak, "2941 Route 30, 10/11/1931, C, F, 10/11/2017, 10/11/2022
665826714, Brian Jones, "2617 Woodland Drive, 16/9/1907, C, F, 9/1/2018, 9/1/2023
393257755, Stella Cabler, "1533 Warren Avenue, 16/9/1927, A, F, 16/6/2018, 16/6/2023
352039543, Riley Serban, "6046 Route 1, 23/10/1976, A, F, 10/1/2017, 10/1/2022
16682279, Paul Hall, "3085 Laurel Lane, 20/4/1933, C, M, 14/6/2019, 14/6/2024
825817579, Henry Mitchell, "8214 Route 30, 24/4/1934, A, M, 1/10/2017, 1/10/2022
898405477, Saige Lopez, "2426 Cedar Lane, 8/2/1984, C, M, 10/11/2017, 10/11/2022
276702982, Bobby Gabbert, "3377 Pleasant Street, 17/3/1944, A, F, 23/8/2017, 23/8/2022
348091057, Noah Urick, "6047 Orchard Avenue, 7/8/1941, C, M, 1/11/2018, 1/11/2023
510162284, Humberto Garcia, "6838 Williams Street, 11/3/1992, C, F, 24/7/2019, 24/7/2024
